# ----------------------------------------
# www.visit-trzic.com - GA4
# Najbolj obiskane strani-01_visit_trzic_mesecni_pregled.csv
# 20260525-20260724
# ----------------------------------------

Year,Month,Page title,Page path and screen class,Views,Views per active user,Active users,Event count,Key events,Average engagement time per session
2026,06,Die Sennerei - Planšarija Dolga njiva,/de/kulinarik/die-sennerei-plansarija-dolga-njiva,17,1.8888888888888888,9,37,0,14.777777777777779
2026,06,Die Sennerei - Planšarija Tegošče,/de/unterkuenfte/die-sennerei-plansarija-tegosce,1,1,1,2,0,18
2026,06,Die Spuren der Industrie in Tržič,/de/wege/stadtbesichtigungen/die-spuren-der-industrie-in-trzic,17,1.7,10,28,0,30.545454545454547
2026,06,Die Stadt an einem Tag,/de/wege/stadtbesichtigungen/die-stadt-an-einem-tag,9,1.8,5,15,0,18.8
2026,06,Discover a crowdless paradise on two feet,/en/activities/hiking,13,1.3,10,24,0,11.272727272727273
2026,06,Discover a crowdless paradise on two wheels,/en/activities/cycling,13,1.3,10,24,0,14
2026,06,Diverse Tržič experiences,/en/activities,22,1.2222222222222223,18,38,0,12.277777777777779
2026,06,Diverse Tržič-ervaringen,/en/activities,0,0,1,1,0,5
2026,06,Divertimento invernale sullo slittino,/it/attivita/slittino,1,1,1,2,0,4
2026,06,Dobrodošli u Tržič,/en,1,1,1,3,0,0
2026,06,Dobrodošli v Tržiču,/sl,1042,1.8741007194244603,556,2481,0,6.955523672883787
2026,06,Dobrča,/en/paths/mountain-hikes/dobrca,5,1.25,4,9,0,13.75
2026,06,Dobrča,/sl/poti/pejmo-v-planine/dobrca,14,1.4,10,27,0,31.4
2026,06,Dobrča Mountain Hut,/en/accommodation/dobrca-mountain-hut,4,1.3333333333333333,3,8,0,0
2026,06,Dolga Njiva Mountain Dairy,/en/cuisine/dolga-njiva-mountain-dairy,5,1.6666666666666667,3,10,0,49.666666666666664
2026,06,Dom na Kofcah,/sl/prenocisca/dom-na-kofcah,35,1.5217391304347827,23,77,0,29.76
2026,06,Dom pod Storžičem,/sl/prenocisca/dom-pod-storzicem,39,1.7727272727272727,22,84,0,17.791666666666668
2026,06,Dostop do Tržiča,/sl/info/dostop,14,1.75,8,32,0,47
2026,06,Dove alloggiare,/en/accommodation,0,0,1,1,0,59
2026,06,Dovžan Gorge,/sl/znamenitosti/naravne-znamenitosti/dovzanova-soteska,0,0,2,3,0,53.5
2026,06,Dovžan Gorge Scenic Educational Trail,/en/paths/walks-in-nature/dovzan-gorge-scenic-educational-trail,52,2.260869565217391,23,92,0,15.225806451612904
2026,06,Dovžanova soteska,/sl/blog/dovzanova-soteska,8,1.3333333333333333,6,16,0,10.5
2026,06,Dovžanova soteska,/sl/znamenitosti/naravne-znamenitosti/dovzanova-soteska,708,2.058139534883721,344,1582,0,27.38701923076923
2026,06,Dovžanova soutěska,/en/attractions/natural-attractions/the-dovzan-gorge,1,1,1,3,0,0
2026,06,Dovžans Schlucht,/sl/znamenitosti/naravne-znamenitosti/dovzanova-soteska,0,0,1,1,0,4
2026,06,Doživite nekaj posebnega!,/sl/dozivetja,49,1.2564102564102564,39,89,0,7.75
2026,06,Dr. Tone Pretnar Memorial Room,/en/attractions/cultural-attractions/dr-tone-pretnar-memorial-room,2,2,1,4,0,0
2026,06,Drsanje,/sl/aktivnosti/drsanje,2,1,2,3,0,4.5
2026,06,Eagle Trail on Dolga Njiva,/en/paths/walks-in-nature/eagle-trail-on-dolga-njiva,2,1,2,3,0,32
2026,06,Een ruime keuze aan routes. Kies die van jou.,/en/paths,0,0,1,1,0,13
2026,06,Eislaufen,/de/aktivitaeten/eislaufen,1,1,1,1,0,0
2026,06,Elenco eventi,/it/eventi/elenco-eventi,5,1.6666666666666667,3,8,0,14.25
2026,06,Entdecke auf zwei Rädern ein Stück Paradies,/de/aktivitaeten/radfahren,5,1.25,4,9,0,9.25
2026,06,Entdecke leichtfüßig ein Stück Paradies,/de/aktivitaeten/bergsteigen,4,1.3333333333333333,3,5,0,1.3333333333333333
2026,06,Er is bijna elke dag iets nieuws in Tržič,/sl/prireditve,0,0,1,1,0,18
2026,06,Erheen gaan,/en/info/getting-there,1,1,1,3,0,0
2026,06,Escalada,/sl/aktivnosti/plezanje,0,0,1,1,0,22
2026,06,Escape the Heat and Have an Adventure in the Dovžan Gorge!,/en/blog/escape-the-heat-and-have-an-adventure-in-the-dovzan-gorge,6,2,3,12,0,1
2026,06,Eseménynaptár,/en/events/calendar-of-events,0,0,1,1,0,15
2026,06,Ett överflöd av rutter. Välj din.,/en/paths,0,0,1,1,0,11
2026,06,Experience the Middle Ages,/en/events/experience-the-middle-ages,1,1,1,1,0,0
2026,06,Experiences,/en/experiences,7,1,7,14,0,10.142857142857142
2026,06,Fattoria escursionistica Pr' Hariž,/it/gastronomia/fattoria-escursionistica-pr-hariz,1,1,1,2,0,25
2026,06,Fattoria turistica ad alta quota Pr' Tič,/sl/prenocisca/visokogorska-turisticna-kmetija-pr-tic,1,1,1,1,0,0
2026,06,Fattoria turistica Štorman,/sl/prenocisca/turisticna-kmetija-storman,1,1,1,1,0,0
2026,06,Ferienhaus auf Ljubelj,/sl/kulinarika/koca-na-ljubelju,1,1,1,3,0,0
2026,06,Festa di San Gregorio - Vuč u vodo,/it/eventi/festa-di-san-gregorio-vuc-u-vodo,2,1,2,3,0,0.5
2026,06,Festliche Erlebnisse im Herzen der Karawanken,/de/veranstaltungen/festliche-erlebnisse-im-herzen-der-karawanken,1,1,1,2,0,127
2026,06,Fietsroutes,/en/paths/cycling-routes,0,0,2,2,0,19.5
2026,06,Firbc' Okn Restaurant,/en/cuisine/firbc-okn-restaurant,7,1.1666666666666667,6,15,0,44.57142857142857
2026,06,Forest Educational Trail,/en/paths/walks-in-nature/forest-educational-trail,2,2,1,4,0,0
2026,06,Forgia Germovka,/it/attrazioni/attrazioni-culturali/forgia-germovka,1,1,1,3,0,0
2026,06,Free tourist shuttle,/de/aktivitaeten/kostenlose-touristen-shuttle,1,1,1,1,0,0
2026,06,Free tourist shuttle,/en/activities/free-tourist-shuttle,26,2,13,57,0,15.6875
2026,06,From Pungrat to Šija,/en/paths/mountain-hikes/from-pungrat-to-sija,4,2,2,7,0,3.75
2026,06,From Tržič pots,/en/cuisine,4,1,4,8,0,14
2026,06,Fužina Germovka,/sl/znamenitosti/kulturne-znamenitosti/fuzina-germovka,9,1.5,6,20,0,23
2026,06,Gasthof Karavla 297,/de/kulinarik/gasthof-karavla-297,20,1.8181818181818181,11,40,0,4.181818181818182
2026,06,Gasthof und Pizzeria Smuk,/de/kulinarik/gasthof-und-pizzeria-smuk,12,1.7142857142857142,7,27,0,8
2026,06,Gastronomie,/de/kulinarik/gastronomie,17,1.3076923076923077,13,31,0,24.866666666666667
2026,06,Gaststätte Pri Bajdu,/de/kulinarik/gaststatte-pri-bajdu,3,1,3,5,0,0
2026,06,Gesicherter Klettersteig auf Zelenica,/de/wege/wanderwege/gesicherter-klettersteig-auf-zelenica,10,1.4285714285714286,7,22,0,0
2026,06,Getting there,/en/info/getting-there,8,1.6,5,17,0,1.5
2026,06,Glamping Conte de fées en montagne,/en/accommodation/glamping-mountain-fairytale,0,0,1,1,0,32
2026,06,Glamping Ekološka kmetija Šlibar,/sl/prenocisca/glamping-ekoloska-kmetija-slibar,8,1.1428571428571428,7,14,0,23.142857142857142
2026,06,Glamping Favola alpina,/it/alloggi/glamping-favola-alpina,1,1,1,1,0,0
2026,06,Glamping Mountain Fairytale,/en/accommodation/glamping-mountain-fairytale,11,1.5714285714285714,7,27,0,21.333333333333332
2026,06,Glamping Mountain Fairytale (Glamping Bergmärchen),/de/unterkuenfte/glamping-mountain-fairytale-glamping-bergmarchen,10,2.5,4,23,0,10.6
2026,06,Glamping Mountain Fairytale (V gorski pravljici),/sl/prenocisca/glamping-mountain-fairytale-v-gorski-pravljici,4,1,4,6,0,48
2026,06,Glamping at Šlibar Organic Farm,/en/accommodation/glamping-at-slibar-organic-farm,2,1,2,2,0,0
2026,06,Glamping koča ob reki,/sl/prenocisca/glamping-koca-ob-reki,5,1.25,4,9,0,12.25
2026,06,Glamping presso la Fattoria biologica Šlibar,/it/alloggi/glamping-presso-la-fattoria-biologica-slibar,7,3.5,2,13,0,24
2026,06,Glamping Ökologischer Bauernhof Šlibar,/de/unterkuenfte/glamping-okologischer-bauernhof-slibar,18,3,6,33,0,13.583333333333334
2026,06,Glamping à la ferme biologique Šlibar,/en/accommodation/glamping-at-slibar-organic-farm,0,0,1,1,0,66
2026,06,Gli alpeggi sotto il Košuta,/it/sentieri/sentieri-alpini/gli-alpeggi-sotto-il-kosuta,1,1,1,1,0,0
2026,06,Gorenjska Beach,/en/activities/gorenjska-beach,79,2.46875,32,167,0,7.604651162790698
2026,06,Gorenjska Plaža and Firbc’ okn – Fab Fun and Food at the Gorenjska ‘Beach’!,/en/blog/gorenjska-plaza-and-firbc-okn-fab-fun-and-food-at-the-gorenjska-beach,14,2,7,32,0,41.625
2026,06,Gorenjska Strand,/en/activities/gorenjska-beach,0,0,3,3,0,83
2026,06,Gorenjska plaža,/sl/aktivnosti/gorenjska-plaza,210,1.8918918918918919,111,465,0,7.7073170731707314
2026,06,Gorenjska strand,/sl/aktivnosti/gorenjska-plaza,0,0,1,2,0,0
2026,06,Gorenjska.bike,/de/aktivitaeten/gorenjskabike,5,2.5,2,13,0,5
2026,06,Gorenjska.bike,/en/activities/gorenjskabike,11,2.2,5,22,0,0
2026,06,Gorenjska.bike,/it/attivita/gorenjskabike,2,1,2,6,0,23.5
2026,06,Gorenjska.bike,/sl/aktivnosti/gorenjskabike,33,1.8333333333333333,18,76,0,12.85
2026,06,Gorniški učni center Zelenica,/sl/aktivnosti/gorniski-ucni-center-zelenica,2,2,1,5,0,46
2026,06,Gorsko kraljestvo zgodb in čudes,/sl/info,45,1.25,36,86,0,11.526315789473685
2026,06,Gorsko vodništvo Anderle,/sl/aktivnosti/gorsko-vodnistvo-anderle,4,2,2,10,0,47
2026,06,Gostilna Pri Bajdu,/sl/kulinarika/gostilna-pri-bajdu,30,1.6666666666666667,18,64,0,14.7
2026,06,Gostinska ponudba,/sl/kulinarika/gostinska-ponudba,76,1.3818181818181818,55,171,0,22.919354838709676
2026,06,Gostišče Karavla 297,/sl/kulinarika/gostisce-karavla-297,17,1.4166666666666667,12,30,0,56.5
2026,06,Gostišče Smuk,/sl/kulinarika/gostisce-smuk,127,1.6933333333333334,75,288,0,15.44047619047619
2026,06,Gourmet Fare at Gostilna pri Bajdu and Merriment in Medieval Žiganja vas,/en/blog/gourmet-fare-at-gostilna-pri-bajdu-and-merriment-in-medieval-ziganja-vas,2,2,1,5,0,5.5
2026,06,Gozdna učna pot,/sl/poti/poti-po-naravi/gozdna-ucna-pot,20,1.5384615384615385,13,42,0,13.466666666666667
2026,06,Green&Safe,/en/info/greensafe,1,1,1,2,0,4
2026,06,Green&Safe,/sl/info/greensafe,1,1,1,4,0,27
2026,06,Gregorjevo - Vuč u vodo,/sl/prireditve/gregorjevo-vuc-u-vodo,6,3,2,10,0,0
2026,06,Heim im Dorf Gozd (891 m),/de/kulinarik/heim-im-dorf-gozd-891-m,2,2,1,5,0,27
2026,06,Het Rozenpad,/sl/poti/poti-po-naravi/roznovenska-pot,0,0,1,1,0,15
2026,06,"Hike Tržič: Košutica (Ljubeljska Baba) – 2 Countries, 1 Great Hike!",/en/blog/hike-trzic-kosutica-ljubeljska-baba-2-countries-1-great-hike,4,2,2,9,0,15.5
2026,06,Hike and Dine on Dobrča!,/en/blog/hike-and-dine-on-dobrca,5,2.5,2,10,0,0
2026,06,Hiking in Tržič – Dom pod Storžičem,/en/blog/hiking-in-trzic-dom-pod-storzicem,4,1.3333333333333333,3,11,0,63.666666666666664
2026,06,Hišica ob gozdu (Our Forest House),/sl/prenocisca/hisica-ob-gozdu-our-forest-house,6,1.5,4,12,0,47.25
2026,06,Horská trasa Trans Karavanke,/en/paths/cycling-routes/trans-karavanke-mtb-trail,0,0,1,1,0,19
2026,06,Horské království příběhů a zázraků,/de/info,0,0,1,1,0,8
2026,06,Horské túry,/en/paths/mountain-hikes,1,1,1,1,0,0
2026,06,Hrastov memorial – Internationales Bergstraßenrennen der Oldtimer,/de/veranstaltungen/hrastov-memorial-internationales-bergstrassenrennen-der-oldtimer,315,2.3507462686567164,134,666,0,12.388571428571428
2026,06,Hrastov memorial – mednarodni gorski preizkus starodobnikov,/sl/prireditve/hrastov-memorial-mednarodni-gorski-preizkus-starodobnikov,246,1.9523809523809523,126,551,0,22.826666666666668
2026,06,Hvadnik Organic Farm Apartment,/en/accommodation/hvadnik-organic-farm-apartment,6,3,2,9,0,0
2026,06,"I'm from Tržič, I'm known far and wide",/en/paths/walks-around-town/im-from-trzic-im-known-far-and-wide,8,1.1428571428571428,7,13,0,31.142857142857142
2026,06,"Ich bin Tržičer, weit bekannt",/de/wege/stadtbesichtigungen/ich-bin-trzicer-weit-bekannt,3,1,3,3,0,0
2026,06,"Ik kom uit Tržič, ik ben wijd en zijd bekend",/en/paths/walks-around-town/im-from-trzic-im-known-far-and-wide,0,0,1,1,0,38
2026,06,Il Sentiero alpino di Tržič,/it/sentieri/sentieri-alpini/il-sentiero-alpino-di-trzic,2,2,1,4,0,0
2026,06,Il Sentiero dell’aquila sul Dolga njiva,/it/sentieri/sentieri-nella-natura/il-sentiero-dellaquila-sul-dolga-njiva,3,3,1,6,0,0
2026,06,Il Sentiero didattico forestale,/it/sentieri/sentieri-nella-natura/il-sentiero-didattico-forestale,2,2,1,4,0,0
2026,06,Il Sentiero didattico panoramico della gola di Dovžan,/it/sentieri/sentieri-nella-natura/il-sentiero-didattico-panoramico-della-gola-di-dovzan,9,1.2857142857142858,7,15,0,9
2026,06,Il campo di lavoro di Ljubelj,/it/attrazioni/attrazioni-culturali/il-campo-di-lavoro-di-ljubelj,11,2.2,5,23,0,13.2
2026,06,Il drago dall'uovo del gallo,/it/attrazioni/attrazioni-culturali/il-drago-dalluovo-del-gallo,1,1,1,1,0,0
2026,06,Il tiglio secolare di Žiganja vas,/it/attrazioni/attrazioni-naturali/il-tiglio-secolare-di-ziganja-vas,5,1.6666666666666667,3,11,0,48.666666666666664
2026,06,In und um Tržič gibt es fast jeden Tag etwas Neues,/de/veranstaltungen,19,1.3571428571428572,14,28,0,3
2026,06,"International Minerals, Fossils, and Environment Days - MINFOS",/en/events/international-minerals-fossils-and-environment-days-minfos,3,1.5,2,6,0,1
2026,06,International mountain race for oldtimers - Hrast Memorial,/en/events/international-mountain-race-for-oldtimers-hrast-memorial,272,2.193548387096774,124,567,0,5.782312925170068
2026,06,Iz Tržiških piskrov,/sl/kulinarika,52,1.2682926829268293,41,93,0,11.363636363636363
2026,06,Izletniška kmetija Pr' Hariž,/sl/kulinarika/izletniska-kmetija-pr-hariz,53,1.5588235294117647,34,118,0,12.470588235294118
2026,06,Jadralno padalski klub Kriška gora,/sl/aktivnosti/jadralno-padalski-klub-kriska-gora,3,1.5,2,6,0,8.5
2026,06,Jelendol Apartment,/en/accommodation/jelendol-apartment,2,2,1,5,0,27
2026,06,Jelendol and the Stegovnik Waterfall,/en/blog/jelendol-and-the-stegovnik-waterfall,34,1.7894736842105263,19,78,0,13.5
2026,06,Jelendol és a Stegovnik-vízesés,/en/blog/jelendol-and-the-stegovnik-waterfall,0,0,1,1,0,255
2026,06,K11 - Die Almen unter dem Gebirgszug Koschuta,/de/wege/radtouren/k11-die-almen-unter-dem-gebirgszug-koschuta,1,1,1,1,0,0
2026,06,K11 - Mountain pastures below Košuta,/en/paths/cycling-routes/k11-mountain-pastures-below-kosuta,5,1.25,4,10,0,24.5
2026,06,K11 - Planine pod Košuto,/sl/poti/kolesarske-poti/k11-planine-pod-kosuto,103,1.7758620689655173,58,193,0,38.735632183908045
2026,06,K12 - Die Alm Dolga njiva,/de/wege/radtouren/k12-die-alm-dolga-njiva,1,1,1,1,0,0
2026,06,K12 - Dolga Njiva pasture,/en/paths/cycling-routes/k12-dolga-njiva-pasture,3,1,3,4,0,9.666666666666666
2026,06,K12 - Planina Dolga njiva,/sl/poti/kolesarske-poti/k12-planina-dolga-njiva,95,1.6964285714285714,56,189,0,38.794117647058826
2026,06,K12 – Duga Njiva Berg,/sl/poti/kolesarske-poti/k12-planina-dolga-njiva,1,1,1,2,0,15
2026,06,K14 - Die Alm Javornik über Medvodje,/de/wege/radtouren/k14-die-alm-javornik-uber-medvodje,1,1,1,1,0,0
2026,06,K14 - Javornik pasture by way of Medvodje,/en/paths/cycling-routes/k14-javornik-pasture-by-way-of-medvodje,1,1,1,1,0,0
2026,06,K14 - Planina Javornik čez Medvodje,/sl/poti/kolesarske-poti/k14-planina-javornik-cez-medvodje,60,1.6666666666666667,36,105,0,12.957446808510639
2026,06,K15 - Na Konjščico čez planino Vetrh,/sl/poti/kolesarske-poti/k15-na-konjscico-cez-planino-vetrh,52,1.7333333333333334,30,96,0,50.05
2026,06,K15 - To Konjščica by way of Vetrh pasture,/en/paths/cycling-routes/k15-to-konjscica-by-way-of-vetrh-pasture,3,1,3,5,0,0
2026,06,K16 - Tržič - Jezersko,/de/wege/radtouren/k16-trzic-jezersko,2,1,2,4,0,19
2026,06,K16 - Tržič - Jezersko,/en/paths/cycling-routes/k16-trzic-jezersko,8,1.6,5,17,0,9.2
2026,06,K16 - Tržič - Jezersko,/sl/poti/kolesarske-poti/k16-trzic-jezersko,60,1.7647058823529411,34,128,0,43
2026,06,K17 - Prečenje Košute,/sl/poti/kolesarske-poti/k17-precenje-kosute,56,1.9310344827586208,29,116,0,53.51111111111111
2026,06,K17 - Traverse of Košuta,/en/paths/cycling-routes/k17-traverse-of-kosuta,2,2,1,2,0,0
2026,06,K17 – La traversata del Košuta,/it/sentieri/sentieri-per-ciclisti/k17-la-traversata-del-kosuta,1,1,1,3,0,0
2026,06,K21 - Die Berghütte Dom pod Storžičem,/de/wege/radtouren/k21-die-berghutte-dom-pod-storzicem,3,1.5,2,7,0,0
2026,06,K21 - Dom pod Storžičem,/sl/poti/kolesarske-poti/k21-dom-pod-storzicem,53,1.4324324324324325,37,100,0,34.08108108108108
2026,06,K22 - Die Alm Javornik,/de/wege/radtouren/k22-die-alm-javornik,3,3,1,6,0,8.333333333333334
2026,06,K22 - Javornik pasture,/en/paths/cycling-routes/k22-javornik-pasture,1,1,1,2,0,117
2026,06,K22 - Planina Javornik,/sl/poti/kolesarske-poti/k22-planina-javornik,57,1.9655172413793103,29,112,0,46.90243902439025
2026,06,K24 - Über die Alm Tičeva planina auf Konjščica,/de/wege/radtouren/k24-uber-die-alm-ticeva-planina-auf-konjscica,1,1,1,1,0,0
2026,06,K25 - Around Kriška Gora,/en/paths/cycling-routes/k25-around-kriska-gora,3,1.5,2,7,0,21.5
2026,06,K25 - Okrog Kriške gore,/sl/poti/kolesarske-poti/k25-okrog-kriske-gore,33,1.2692307692307692,26,68,0,22.125
2026,06,K25 - Um den Berg Kriška gora,/de/wege/radtouren/k25-um-den-berg-kriska-gora,2,1,2,4,0,68
2026,06,K31 - Across Bistriška pasture towards Dobrča,/en/paths/cycling-routes/k31-across-bistriska-pasture-towards-dobrca,2,2,1,5,0,43
2026,06,K31 - Přes pastvinu Bistriška směrem na Dobrču,/en/paths/cycling-routes/k31-across-bistriska-pasture-towards-dobrca,2,2,1,2,0,0
2026,06,K31 - Čez Bistriško planino proti Dobrči,/sl/poti/kolesarske-poti/k31-cez-bistrisko-planino-proti-dobrci,33,1.5,22,54,0,45.48148148148148
2026,06,K32 - Around Begunjščica and Dobrča,/en/paths/cycling-routes/k32-around-begunjscica-and-dobrca,3,1.5,2,7,0,19
2026,06,K32 - Kolem Begunjščice a Dobrče,/en/paths/cycling-routes/k32-around-begunjscica-and-dobrca,1,1,1,1,0,0
2026,06,K32 - Okrog Begunjščice in Dobrče,/sl/poti/kolesarske-poti/k32-okrog-begunjscice-in-dobrce,28,1.4,20,53,0,34.21739130434783
2026,06,K34 - Gori doli okrog Dobrče,/sl/poti/kolesarske-poti/k34-gori-doli-okrog-dobrce,27,1.2272727272727273,22,46,0,22.26086956521739
2026,06,K34 - Up and down around Dobrča,/en/paths/cycling-routes/k34-up-and-down-around-dobrca,2,1,2,3,0,3.5
2026,06,K35 - Der Loiblpass,/de/wege/radtouren/k35-der-loiblpass,40,2.1052631578947367,19,85,0,15.3
2026,06,K35 - Ljubelj Pass,/en/paths/cycling-routes/k35-ljubelj-pass,15,1.875,8,34,0,1.4444444444444444
2026,06,K35 - Prelaz Ljubelj,/sl/poti/kolesarske-poti/k35-prelaz-ljubelj,84,1.4736842105263157,57,183,0,17.262295081967213
2026,06,K36 - Zelenica - Border Patrol Trail,/en/paths/cycling-routes/k36-zelenica-border-patrol-trail,1,1,1,2,0,21
2026,06,K36 - Zelenica - graničarska pot,/sl/poti/kolesarske-poti/k36-zelenica-granicarska-pot,37,1.7619047619047619,21,71,0,28.653846153846153
2026,06,K36 – Zelenica – Grenzschutzweg,/sl/poti/kolesarske-poti/k36-zelenica-granicarska-pot,0,0,1,1,0,72
2026,06,"K37 - Okrog Begunjščice: Preval, Zelenica",/sl/poti/kolesarske-poti/k37-okrog-begunjscice-preval-zelenica,36,1.565217391304348,23,72,0,64.07142857142857
2026,06,"K37 – Intorno al Begunjščica: Preval, Zelenica",/it/sentieri/sentieri-per-ciclisti/k37-intorno-al-begunjscica-preval-zelenica,2,2,1,4,0,0
2026,06,K41 - Bistrica pasture - Ravne,/en/paths/cycling-routes/k41-bistrica-pasture-ravne,1,1,1,2,0,102
2026,06,K41 - Bistriška planina - Ravne (Rock'n'roll),/it/sentieri/sentieri-per-ciclisti/k41-bistriska-planina-ravne-rocknroll,1,1,1,3,0,0
2026,06,K41 - Bistriška planina - Ravne (Rock'n'roll),/sl/poti/kolesarske-poti/k41-bistriska-planina-ravne-rocknroll,34,1.7,20,70,0,27.551724137931036
2026,06,K41 - Die Alm Bistriška planina - Ravne (Rock'n'roll),/de/wege/radtouren/k41-die-alm-bistriska-planina-ravne-rocknroll,2,1,2,3,0,32
2026,06,K42 - Rožnovenska pot po kolesarsko,/sl/poti/kolesarske-poti/k42-roznovenska-pot-po-kolesarsko,9,1.125,8,20,0,130.1
2026,06,K42 - Rózsafüzér kerékpárút,/sl/poti/kolesarske-poti/k42-roznovenska-pot-po-kolesarsko,1,1,1,1,0,0
2026,06,K42 - The Rosary Trail by bike,/en/paths/cycling-routes/k42-the-rosary-trail-by-bike,2,1,2,4,0,0
2026,06,K43 - Dobrca,/sl/poti/kolesarske-poti/k43-dobrca,2,1,2,2,0,0
2026,06,K43 - Dobrča,/de/wege/radtouren/k43-dobrca,3,3,1,4,0,0
2026,06,K43 - Dobrča,/en/paths/cycling-routes/k43-dobrca,4,2,2,6,0,0
2026,06,K43 - Dobrča,/sl/poti/kolesarske-poti/k43-dobrca,77,1.9743589743589745,39,155,0,43.05555555555556
2026,06,K51 - Udin boršt - met een fiets aan de voet en dapper eroverheen.,/sl/poti/kolesarske-poti/k51-udin-borst-s-kolesom-ob-vznozju-in-pogumno-cezenj,0,0,1,1,0,6
2026,06,K51 - Udin boršt - mit dem Fahrrad am Bergfuß entlang und mutig darüber,/de/wege/radtouren/k51-udin-borst-mit-dem-fahrrad-am-bergfuss-entlang-und-mutig-daruber,1,1,1,1,0,0
2026,06,K51 - Udin boršt - s kolesom ob vznožju in pogumno čezenj,/sl/poti/kolesarske-poti/k51-udin-borst-s-kolesom-ob-vznozju-in-pogumno-cezenj,13,1.1818181818181819,11,24,0,63.45454545454545
2026,06,K52 - Easy cycling along the Three Bells Trail,/en/paths/cycling-routes/k52-easy-cycling-along-the-three-bells-trail,2,2,1,5,0,9
2026,06,K52 - Lahkotno kolesarjenje po Poti treh zvonov,/sl/poti/kolesarske-poti/k52-lahkotno-kolesarjenje-po-poti-treh-zvonov,10,1.6666666666666667,6,18,0,47
2026,06,K53 - Na Udin boršt do Krive jelke,/sl/poti/kolesarske-poti/k53-na-udin-borst-do-krive-jelke,13,1.3,10,23,0,10.272727272727273
2026,06,K53 – Do Udin boršt do Kriva jelka,/sl/poti/kolesarske-poti/k53-na-udin-borst-do-krive-jelke,0,0,1,2,0,0
2026,06,K54 - Das Dorf Gozd,/de/wege/radtouren/k54-das-dorf-gozd,1,1,1,1,0,0
2026,06,K54 - Gozd,/en/paths/cycling-routes/k54-gozd,2,2,1,5,0,20
2026,06,K54 - Gozd,/sl/poti/kolesarske-poti/k54-gozd,7,1.1666666666666667,6,15,0,36.666666666666664
2026,06,K55 - Gozd - Udin boršt,/sl/poti/kolesarske-poti/k55-gozd-udin-borst,12,1.0909090909090908,11,25,0,18.214285714285715
2026,06,K55 - Las - Barszcz Udina,/sl/poti/kolesarske-poti/k55-gozd-udin-borst,0,0,1,1,0,37
2026,06,KKP Tržič 01,/sl/poti/kolesarske-poti/kkp-trzic-01,30,2,15,53,0,53.56521739130435
2026,06,KKP Tržič 02,/sl/poti/kolesarske-poti/kkp-trzic-02,25,1.3888888888888888,18,44,0,44.523809523809526
2026,06,KKP Tržič 03,/sl/poti/kolesarske-poti/kkp-trzic-03,10,1.25,8,20,0,45.7
2026,06,KKP Tržič 04,/sl/poti/kolesarske-poti/kkp-trzic-04,11,1.375,8,18,0,16
2026,06,KKP Tržič 05,/sl/poti/kolesarske-poti/kkp-trzic-05,6,1.2,5,11,0,18.6
2026,06,Kajža Apartment,/en/accommodation/kajza-apartment,1,1,1,1,0,0
2026,06,Kalender van alle evenementen in de gemeente,/sl/prireditve/koledar-vseh-dogodkov-v-obcini,0,0,1,1,0,42
2026,06,Kamnek,/de/wege/wege-in-der-natur/kamnek,2,1,2,4,0,0
2026,06,Kamnek,/en/paths/walks-in-nature/kamnek,1,1,1,1,0,0
2026,06,Kamnek,/sl/poti/poti-po-naravi/kamnek,18,1.6363636363636365,11,35,0,28
2026,06,Kamnek - A Top Tržič Trail!,/en/blog/kamnek-a-top-trzic-trail,1,1,1,3,0,0
2026,06,Kamp Podljubelj,/sl/prenocisca/kamp-podljubelj,17,1.7,10,36,0,20.1
2026,06,Karami Mountainhouse,/sl/prenocisca/karami-mountainhouse,10,2,5,24,0,30.166666666666668
2026,06,Karavla 297 Inn,/en/cuisine/karavla-297-inn,1,1,1,1,0,0
2026,06,Katja Apartment,/en/accommodation/katja-apartment,2,2,1,5,0,9
2026,06,Kladivo (2.094 m),/sl/blog/kladivo-2094-m,4,2,2,9,0,5
2026,06,Kofce,/en/paths/mountain-hikes/kofce,26,1.5294117647058822,17,58,0,11.35
2026,06,Kofce,/sl/poti/pejmo-v-planine/kofce,54,1.588235294117647,34,122,0,65.8
2026,06,Kofce Mountain Hostel,/en/accommodation/kofce-mountain-hostel,2,2,1,4,0,0
2026,06,Koledar vseh dogodkov v občini,/sl/prireditve/koledar-vseh-dogodkov-v-obcini,17,1,17,25,0,4.588235294117647
2026,06,Kolesarjenje po planinah pod Košuto,/sl/aktivnosti/kolesarjenje-po-planinah-pod-kosuto,20,2,10,38,0,14.5
2026,06,Kontakt,/de/info/kontakt,2,2,1,4,0,0
2026,06,Kontakt,/sl/info/kontakt,91,1.8571428571428572,49,221,0,9.895522388059701
2026,06,Korak po tržiško,/sl/dozivetja/seznam-dozivetij/korak-po-trzisko,14,1.2727272727272727,11,24,0,24.09090909090909
2026,06,Korošica,/en/paths/mountain-hikes/korosica,14,1.5555555555555556,9,31,0,17.77777777777778
2026,06,Korošica,/sl/poti/pejmo-v-planine/korosica,63,1.9090909090909092,33,131,0,20.72093023255814
2026,06,Kostenlose Touristen - Shuttle,/de/aktivitaeten/kostenlose-touristen-shuttle,6,1.5,4,10,0,2
2026,06,Kozolec (Hayrack) Apartment,/en/accommodation/kozolec-hayrack-apartment,2,2,1,4,0,0
