# ----------------------------------------
# www.visit-trzic.com - GA4
# Vstopne strani-01_visit_trzic_mesecni_pregled.csv
# 20260525-20260724
# ----------------------------------------

Year,Month,Landing page,Sessions,Engaged sessions,Active users,New users,Engagement rate,Key events,Average engagement time per session
2026,06,/sl/blog/z-otroki-na-sijo-pod-kosuto,8,5,8,8,0.625,0,1.75
2026,06,/sl/poti/kolesarske-poti/k41-bistriska-planina-ravne-rocknroll,8,5,7,6,0.625,0,65.5
2026,06,/sl/poti/poti-po-naravi/gozdna-ucna-pot,8,5,6,6,0.625,0,6.5
2026,06,/sl/poti/turnosmucarske-poti,8,0,8,8,0,0,0
2026,07,/de/sehenswuerdigkeiten,8,8,8,6,1,0,132.875
2026,07,/de/wege/wege-in-der-natur/aussichtslehrpfad-dovzanova-soteska,8,3,3,2,0.375,0,7.875
2026,07,/en/accommodation,8,3,4,2,0.375,0,114.375
2026,07,/en/activities/climbing,8,5,7,7,0.625,0,6.875
2026,07,/en/paths/cycling-routes/trans-karavanke-mtb-trail,8,6,7,6,0.75,0,12.5
2026,07,/en/paths/mountain-hikes/dobrca,8,3,5,5,0.375,0,3.75
2026,07,/en/paths/mountain-hikes/zelenica,8,6,7,5,0.75,0,13.5
2026,07,/it,8,8,7,5,1,0,56.125
2026,07,/sl/poti/kolesarske-poti/k21-dom-pod-storzicem,8,6,7,5,0.75,0,57.625
2026,07,/sl/poti/kolesarske-poti/k37-okrog-begunjscice-preval-zelenica,8,5,7,5,0.625,0,40.875
2026,05,/de,7,6,6,5,0.8571428571428571,0,9.428571428571429
2026,05,/de/kulinarik/gasthof-karavla-297,7,5,5,5,0.7142857142857143,0,1.7142857142857142
2026,05,/de/wege/stadtbesichtigungen/weg-marschall-radetzky,7,1,1,0,0.14285714285714285,0,0
2026,05,/de/wege/wanderwege/zelenica-das-paradies-unter-dem-nordhang-der-begunscica,7,5,5,5,0.7142857142857143,0,27.428571428571427
2026,05,/en/events/kriska-gora-trail,7,4,6,6,0.5714285714285714,0,3.7142857142857144
2026,05,/sl/kulinarika/plansarija-dolga-njiva,7,6,6,6,0.8571428571428571,0,18.428571428571427
2026,05,/sl/poti/kolesarske-poti/k43-dobrca,7,6,6,6,0.8571428571428571,0,84.57142857142857
2026,05,/sl/prireditve/kriska-gora-trail,7,6,7,7,0.8571428571428571,0,8.714285714285714
2026,06,/de/kulinarik/restaurant-tabor,7,6,7,7,0.8571428571428571,0,66.71428571428571
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/standige-ausstellung-konzentrationslager-ljubeljmauthausen-1943-1945,7,5,6,6,0.7142857142857143,0,3.2857142857142856
2026,06,/de/unterkuenfte/die-berghutte-planinski-dom-kofce,7,4,5,5,0.5714285714285714,0,39.142857142857146
2026,06,/en/activities/climbing,7,4,5,5,0.5714285714285714,0,1.4285714285714286
2026,06,/en/attractions/natural-attractions/st-anne-mine,7,4,5,4,0.5714285714285714,0,27.714285714285715
2026,06,/en/blog/gorenjska-plaza-and-firbc-okn-fab-fun-and-food-at-the-gorenjska-beach,7,7,6,6,1,0,47.57142857142857
2026,06,/en/events/kriska-gora-trail,7,7,7,7,1,0,36.57142857142857
2026,06,/en/paths/mountain-hikes/zelenica,7,6,7,7,0.8571428571428571,0,25.428571428571427
2026,06,/sl/blog/zanimiva-zgodovina-prijazni-ljudje-lepa-narava-vse-to-nudi-trzic,7,5,6,6,0.7142857142857143,0,47.142857142857146
2026,06,/sl/poti/pejmo-v-planine/zelenica,7,6,7,7,0.8571428571428571,0,20.571428571428573
2026,06,/sl/prenocisca/kamp-podljubelj,7,6,7,7,0.8571428571428571,0,118.14285714285714
2026,06,/sl/prenocisca/turisticna-kmetija-span,7,7,7,7,1,0,53.285714285714285
2026,06,/sl/prenocisca/turisticna-kmetija-storman,7,5,6,4,0.7142857142857143,0,272.85714285714283
2026,06,/sl/znamenitosti/kulturne-znamenitosti/muzej-koncentracijsko-taborisce-ljubeljmauthausen-1943-1945,7,3,6,6,0.42857142857142855,0,6.285714285714286
2026,06,/sl/znamenitosti/kulturne-znamenitosti/staro-mestno-jedro,7,3,2,2,0.42857142857142855,0,362.42857142857144
2026,07,/de/kulinarik/gastronomie,7,6,7,7,0.8571428571428571,0,14.857142857142858
2026,07,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/der-drache-aus-einem-hahnenei,7,2,4,4,0.2857142857142857,0,13.428571428571429
2026,07,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/standige-ausstellung-konzentrationslager-ljubeljmauthausen-1943-1945,7,5,6,6,0.7142857142857143,0,4.714285714285714
2026,07,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten/der-wasserfall-stegovniski-slap,7,5,5,3,0.7142857142857143,0,7.285714285714286
2026,07,/de/wege/radtouren,7,6,7,7,0.8571428571428571,0,18.285714285714285
2026,07,/en/attractions/cultural-attractions/pavel-jazbec-shoe-collection,7,6,7,7,0.8571428571428571,0,18.428571428571427
2026,07,/en/blog/gorenjska-plaza-and-firbc-okn-fab-fun-and-food-at-the-gorenjska-beach,7,5,6,5,0.7142857142857143,0,0
2026,07,/en/events/international-mountain-race-for-oldtimers-hrast-memorial,7,3,5,5,0.42857142857142855,0,14.142857142857142
2026,07,/en/paths/mountain-hikes,7,3,3,1,0.42857142857142855,0,56.57142857142857
2026,07,/en/paths/mountain-hikes/kriska-gora,7,7,6,6,1,0,37.142857142857146
2026,07,/en/paths/mountain-hikes/mountain-pastures-below-kosuta,7,2,3,2,0.2857142857142857,0,81.14285714285714
2026,07,/sl/aktivnosti/kolesarjenje,7,7,7,5,1,0,41.857142857142854
2026,07,/sl/aktivnosti/kolesarjenje-po-planinah-pod-kosuto,7,5,6,6,0.7142857142857143,0,73.85714285714286
2026,07,/sl/iskanje,7,7,1,0,1,0,193.71428571428572
2026,07,/sl/prenocisca/dom-na-kofcah,7,6,7,7,0.8571428571428571,0,1.2857142857142858
2026,07,/sl/prenocisca/postajalisce-za-avtodome-gorenjska-plaza,7,5,4,3,0.7142857142857143,0,29.714285714285715
2026,07,/sl/prireditve/hrastov-memorial-mednarodni-gorski-preizkus-starodobnikov,7,6,6,5,0.8571428571428571,0,17.571428571428573
2026,05,/de/wege/stadtbesichtigungen/die-spuren-der-industrie-in-trzic,6,4,5,5,0.6666666666666666,0,60.666666666666664
2026,05,/en/attractions/cultural-attractions/ljubelj-labour-camp,6,6,6,6,1,0,35.166666666666664
2026,05,/en/attractions/cultural-attractions/ljubelj-loibl-pass,6,4,5,5,0.6666666666666666,0,0
2026,05,/sl/aktivnosti/balkan-campers-najem-zabavnih-vw-kamperjev,6,5,6,6,0.8333333333333334,0,0
2026,05,/sl/poti/kolesarske-poti/k16-trzic-jezersko,6,5,5,5,0.8333333333333334,0,70
2026,05,/sl/poti/pejmo-v-planine/planine-pod-kosuto,6,5,6,4,0.8333333333333334,0,33.833333333333336
2026,05,/sl/znamenitosti/kulturne-znamenitosti/prelaz-ljubelj,6,2,6,6,0.3333333333333333,0,25.833333333333332
2026,06,/de/kulinarik/gasthof-und-pizzeria-smuk,6,5,6,6,0.8333333333333334,0,9.333333333333334
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/die-gedenkstatte-des-arbeitslagers-loibl,6,4,5,5,0.6666666666666666,0,5.5
2026,06,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten/der-wasserfall-stegovniski-slap,6,6,6,4,1,0,21.833333333333332
2026,06,/de/veranstaltungen/veranstaltungsliste,6,5,6,4,0.8333333333333334,0,10.166666666666666
2026,06,/de/wege/wanderwege/der-berg-kriska-gora,6,6,6,5,1,0,1.1666666666666667
2026,06,/de/wege/wanderwege/gesicherter-klettersteig-auf-zelenica,6,3,6,6,0.5,0,0
2026,06,/en/activities/gorenjskabike,6,5,5,5,0.8333333333333334,0,0
2026,06,/en/attractions/cultural-attractions/sunita-l-williams-memorial-room,6,4,5,5,0.6666666666666666,0,0
2026,06,/en/cuisine/pod-gradom-pizzeria,6,3,6,6,0.5,0,4.833333333333333
2026,06,/en/info/getting-there,6,2,4,4,0.3333333333333333,0,0
2026,06,/sl/prireditve/mednarodni-dnevi-mineralov-fosilov-in-okolja-minfos,6,4,6,6,0.6666666666666666,0,0
2026,06,/sl/prireditve/poletna-torkanja,6,5,6,4,0.8333333333333334,0,10.333333333333334
2026,06,/sl/znamenitosti/kulturne-znamenitosti/kurnikova-hisa,6,5,5,5,0.8333333333333334,0,8.5
2026,07,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten,6,3,5,1,0.5,0,15.5
2026,07,/de/wege/wanderwege/der-berg-dobrca,6,5,5,4,0.8333333333333334,0,4.166666666666667
2026,07,/en/paths/cycling-routes/k11-mountain-pastures-below-kosuta,6,5,4,4,0.8333333333333334,0,121.66666666666667
2026,07,/en/paths/mountain-hikes/zelenica-protected-climbing-route,6,5,6,5,0.8333333333333334,0,13.333333333333334
2026,07,/sl/aktivnosti/cherahiking-dozivite-zmajeve-poti-po-karavankah,6,5,6,6,0.8333333333333334,0,10.833333333333334
2026,07,/sl/aktivnosti/plezanje,6,3,5,4,0.5,0,0
2026,07,/sl/aktivnosti/ponudniki,6,3,6,3,0.5,0,131.5
2026,07,/sl/kulinarika,6,5,5,2,0.8333333333333334,0,31.666666666666668
2026,07,/sl/poti/kolesarske-poti/k14-planina-javornik-cez-medvodje,6,4,5,3,0.6666666666666666,0,64.66666666666667
2026,07,/sl/poti/kolesarske-poti/k55-gozd-udin-borst,6,4,4,3,0.6666666666666666,0,11.666666666666666
2026,07,/sl/poti/poti-po-naravi/kamnek,6,3,5,4,0.5,0,6.833333333333333
2026,07,/sl/prenocisca/turisticna-kmetija-span,6,5,6,5,0.8333333333333334,0,227.66666666666666
2026,07,/sl/znamenitosti,6,5,6,2,0.8333333333333334,0,143.83333333333334
2026,07,/sl/znamenitosti/kulturne-znamenitosti/staro-mestno-jedro,6,5,3,1,0.8333333333333334,0,45.166666666666664
2026,05,/it/attrazioni/attrazioni-culturali/il-campo-di-lavoro-di-ljubelj,5,4,4,4,0.8,0,3.4
2026,05,/sl/info/brosure,5,2,4,3,0.4,0,1.4
2026,05,/sl/kulinarika/gostilna-pri-bajdu,5,3,4,4,0.6,0,12.8
2026,05,/sl/znamenitosti/naravne-znamenitosti/stegovniski-slap,5,3,3,3,0.6,0,0
2026,06,/de/kulinarik/gastronomie,5,2,3,3,0.4,0,2.2
2026,06,/de/sehenswuerdigkeiten,5,4,5,3,0.8,0,533
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/trzicer-museum,5,4,3,1,0.8,0,13.6
2026,06,/de/unterkuenfte/glamping-mountain-fairytale-glamping-bergmarchen,5,4,4,4,0.8,0,10.6
2026,06,/de/wege/stadtbesichtigungen/weg-marschall-radetzky,5,3,4,3,0.6,0,33.6
2026,06,/de/wege/wanderwege,5,5,5,4,1,0,128
2026,06,/en/accommodation,5,2,4,2,0.4,0,16.2
2026,06,/en/accommodation/glamping-mountain-fairytale,5,3,4,4,0.6,0,22.2
2026,06,/en/attractions/natural-attractions/stegovnik-waterfall,5,5,5,5,1,0,6.4
2026,06,/en/blog/cycling-in-trzic,5,4,4,4,0.8,0,49.6
2026,06,/en/cuisine/ljubelj-mountain-hut,5,2,5,4,0.4,0,13.8
2026,06,/en/paths/mountain-hikes,5,2,2,0,0.4,0,2
2026,06,/en/paths/mountain-hikes/korosica,5,4,5,5,0.8,0,20
2026,06,/en/paths/walks-in-nature,5,2,3,0,0.4,0,0
2026,06,/it/attrazioni/attrazioni-culturali/il-campo-di-lavoro-di-ljubelj,5,5,5,5,1,0,22.2
2026,06,/it/attrazioni/attrazioni-naturali/miniera-di-santanna,5,4,4,4,0.8,0,3
2026,06,/sl/info/dostop,5,3,4,4,0.6,0,4.6
2026,06,/sl/poti/kolesarske-poti/kkp-trzic-01,5,3,2,1,0.6,0,66
2026,06,/sl/poti/kolesarske-poti/turnokolesarska-pot-trans-karavanke,5,3,3,2,0.6,0,31.2
2026,06,/sl/poti/poti-po-naravi/kamnek,5,3,3,3,0.6,0,36
2026,06,/sl/poti/sankaske-poti/cesta-na-prelaz-ljubelj,5,4,5,5,0.8,0,5.2
2026,06,/sl/prenocisca/karami-mountainhouse,5,5,4,4,1,0,32.2
2026,06,/sl/znamenitosti/kulturne-znamenitosti/altgutenberg,5,4,5,4,0.8,0,14.4
2026,06,/sl/znamenitosti/kulturne-znamenitosti/fuzina-germovka,5,2,5,5,0.4,0,27.6
2026,07,/de/aktivitaeten/gorenjskabike,5,5,5,4,1,0,32.4
2026,07,/de/wege/radtouren/k12-die-alm-dolga-njiva,5,5,5,5,1,0,88.6
2026,07,/en/accommodation/tourist-farm-apartments-storman,5,3,3,3,0.6,0,0
2026,07,/en/activities,5,2,3,0,0.4,0,125.2
2026,07,/en/activities/free-tourist-shuttle,5,5,5,3,1,0,0
2026,07,/en/blog/escape-the-heat-and-have-an-adventure-in-the-dovzan-gorge,5,2,5,4,0.4,0,40
2026,07,/en/blog/the-slibar-organic-farm-a-really-rural-retreat,5,5,5,5,1,0,32.4
2026,07,/en/cuisine/ljubelj-mountain-hut,5,5,4,4,1,0,21.8
2026,07,/en/paths/mountain-hikes/trzic-alpine-trail,5,4,4,2,0.8,0,33.4
2026,07,/en/paths/walks-around-town/traces-of-industry-in-trzic,5,3,4,4,0.6,0,5.2
2026,07,/it/sentieri/percorsi-per-lo-scialpinismo/t22-veliki-vrh,5,3,2,2,0.6,0,48.2
2026,07,/sl/aktivnosti/life-bike-kolesarska-dozivetja-ture-potovanja-in-dogodki,5,4,5,5,0.8,0,4.8
2026,07,/sl/info,5,4,4,0,0.8,0,236.4
2026,07,/sl/poti/kolesarske-poti/k42-roznovenska-pot-po-kolesarsko,5,3,5,4,0.6,0,20.4
2026,07,/sl/poti/kolesarske-poti/kkp-trzic-01,5,3,3,1,0.6,0,19.6
2026,07,/sl/poti/poti-po-naravi/gozdna-ucna-pot,5,3,4,3,0.6,0,32.6
2026,07,/sl/poti/turnosmucarske-poti/t14-korosica-hajnzevo-sedlo,5,4,5,4,0.8,0,27
2026,07,/sl/prenocisca/turisticna-kmetija-storman,5,3,5,4,0.6,0,49.8
2026,07,/sl/znamenitosti/kulturne-znamenitosti,5,5,5,5,1,0,124.6
2026,07,/sl/znamenitosti/kulturne-znamenitosti/taborisce-ljubelj,5,3,5,5,0.6,0,73.4
2026,05,/de/kulinarik/gasthof-und-pizzeria-smuk,4,3,3,3,0.75,0,80.5
2026,05,/en/activities/climbing,4,3,2,2,0.75,0,1.25
2026,05,/en/paths/cycling-routes/trans-karavanke-mtb-trail,4,3,4,4,0.75,0,15.25
2026,05,/it/attivita/cherahiking-vivete-i-sentieri-del-drago-sulle-caravanche,4,2,1,0,0.5,0,0
2026,05,/sl/poti/kolesarske-poti/k17-precenje-kosute,4,3,4,4,0.75,0,16.5
2026,05,/sl/poti/pejmo-v-planine/kofce,4,3,4,4,0.75,0,7.75
2026,05,/sl/prenocisca/koca-na-kriski-gori,4,2,4,4,0.5,0,0
2026,05,/sl/prenocisca/planinska-koca-na-dobrci,4,3,4,4,0.75,0,25.5
2026,06,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten/das-bergwerk-sentanski-rudnik,4,4,4,4,1,0,26.75
2026,06,/de/unterkuenfte/die-berghutte-planinska-koca-na-dobrci,4,4,3,3,1,0,40.5
2026,06,/de/veranstaltungen/bergtrail-kriska-gora-trail,4,3,4,4,0.75,0,0
2026,06,/de/wege/radtouren/mountainbiketrail-trans-karawanken,4,3,4,3,0.75,0,35
2026,06,/de/wege/stadtbesichtigungen/die-spuren-der-industrie-in-trzic,4,4,4,4,1,0,31.75
2026,06,/en/accommodation/zelenica-mountain-hostel,4,2,3,3,0.5,0,0
2026,06,/en/activities/balkan-campers-fun-vw-camper-vans-for-hire,4,4,4,4,1,0,14.5
2026,06,/en/blog/taborniski-dom-na-siji-homely-hospitality-and-hiking-at-the-scouts-hut-on-sija,4,3,3,3,0.75,0,21
2026,06,/en/events/calendar-of-events,4,3,4,2,0.75,0,55.75
2026,06,/en/info/contact,4,2,4,4,0.5,0,9.25
2026,06,/en/paths/ski-touring-routes/t22-veliki-vrh,4,3,3,3,0.75,0,92.25
2026,06,/sl/aktivnosti/andrej-remskar-guide-a,4,2,4,3,0.5,0,0
2026,06,/sl/dozivetja/seznam-dozivetij/cajanka-z-radetzkim,4,4,4,4,1,0,77.5
2026,06,/sl/info,4,3,4,0,0.75,0,40
2026,06,/sl/kulinarika,4,4,4,3,1,0,18.75
2026,06,/sl/poti/kolesarske-poti/k31-cez-bistrisko-planino-proti-dobrci,4,1,3,1,0.25,0,0
2026,06,/sl/poti/mestne-poti/sem-trzican-dalec-poznan,4,2,4,4,0.5,0,0
2026,06,/sl/poti/pejmo-v-planine/zavarovana-plezalna-pot-zelenica,4,3,4,4,0.75,0,4.75
2026,06,/sl/poti/poti-po-naravi,4,2,4,1,0.5,0,48.25
2026,06,/sl/poti/turnosmucarske-poti/t11-zelenica-in-sedlo-cez-pod-triangel,4,3,2,2,0.75,0,4
2026,06,/sl/prenocisca,4,1,4,1,0.25,0,69.25
2026,06,/sl/prireditve,4,4,4,3,1,0,31.25
2026,06,/sl/prireditve/ples-brez-meja-na-prelazu-stari-ljubelj,4,3,3,3,0.75,0,16.75
2026,07,/de/kulinarik/pizzeria-pod-gradom,4,4,4,3,1,0,0
2026,07,/de/kulinarik/restaurant-tabor,4,3,3,3,0.75,0,40.25
2026,07,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/die-altstadt,4,4,4,4,1,0,33
2026,07,/de/unterkuenfte/glamping-mountain-fairytale-glamping-bergmarchen,4,2,3,3,0.5,0,7.5
2026,07,/de/wege/radtouren/k11-die-almen-unter-dem-gebirgszug-koschuta,4,3,3,2,0.75,0,169.75
2026,07,/de/wege/wanderwege/der-berg-kofce,4,4,4,4,1,0,18.5
2026,07,/de/wege/wege-in-der-natur/kamnek,4,2,3,1,0.5,0,26.25
2026,07,/en/activities/tandem-paragliding-flights,4,3,3,2,0.75,0,10.75
2026,07,/en/attractions/natural-attractions,4,2,2,1,0.5,0,0.5
2026,07,/en/blog/cycling-in-trzic,4,4,4,3,1,0,194.25
2026,07,/en/blog/hiking-in-trzic-dom-pod-storzicem,4,4,4,4,1,0,43
2026,07,/en/blog/pastures-galore-beneath-kosuta-slovenias-longest-mountain,4,3,4,4,0.75,0,0
2026,07,/en/paths/cycling-routes/k35-ljubelj-pass,4,2,2,1,0.5,0,14.75
2026,07,/en/paths/sledding-runs/road-to-ljubelj-pass,4,4,3,3,1,0,0
2026,07,/en/paths/walks-around-town/town-in-a-day,4,3,4,0,0.75,0,15
2026,07,/sl/aktivnosti,4,3,2,0,0.75,0,150.75
2026,07,/sl/blog/obisk-trzica-in-vzpon-na-storzic,4,3,4,4,0.75,0,30.25
2026,07,/sl/blog/vikend-z-otroki-trzic-in-glamping-mountain-fairy-tale,4,3,3,2,0.75,0,61.5
2026,07,/sl/blog/z-otroki-na-sijo-pod-kosuto,4,3,3,3,0.75,0,9.5
2026,07,/sl/kulinarika/gostisce-karavla-297,4,1,4,3,0.25,0,0
2026,07,/sl/poti/kolesarske-poti/k17-precenje-kosute,4,2,2,0,0.5,0,151.5
2026,07,/sl/poti/kolesarske-poti/k32-okrog-begunjscice-in-dobrce,4,4,4,4,1,0,16
2026,07,/sl/poti/kolesarske-poti/k36-zelenica-granicarska-pot,4,3,4,4,0.75,0,16
2026,07,/sl/poti/kolesarske-poti/turnokolesarska-pot-trans-karavanke,4,3,4,4,0.75,0,10
2026,07,/sl/poti/mestne-poti/sem-trzican-dalec-poznan,4,4,4,3,1,0,51.5
2026,07,/sl/prenocisca/apartma-maricka,4,4,4,3,1,0,13
2026,07,/sl/prenocisca/bazni-tabor-bb,4,3,1,0,0.75,0,36.75
2026,07,/sl/prenocisca/kamp-podljubelj,4,3,3,3,0.75,0,41.5
2026,07,/sl/prireditve/d-ozivi-srednji-vek-v-ziganji-vasi-omnia-cum-tempore,4,2,3,3,0.5,0,5.75
2026,07,/sl/prireditve/glasbeni-veceri-v-parku-radetzky,4,4,3,2,1,0,6.5
2026,07,/sl/prireditve/mednarodni-dnevi-mineralov-fosilov-in-okolja-minfos,4,2,4,4,0.5,0,26.25
2026,07,/sl/znamenitosti/kulturne-znamenitosti/altgutenberg,4,3,3,2,0.75,0,22.5
2026,07,/sl/znamenitosti/kulturne-znamenitosti/muzej-koncentracijsko-taborisce-ljubeljmauthausen-1943-1945,4,1,4,2,0.25,0,1.25
2026,05,/de/aktivitaeten/der-strand-vom-oberkrain-gorenjska-plaza,3,0,0,0,0,0,0
2026,05,/de/kulinarik/das-lokal-moji-struklji-deteljica,3,1,3,1,0.3333333333333333,0,0
2026,05,/de/veranstaltungen/bergtrail-kriska-gora-trail,3,2,3,3,0.6666666666666666,0,7.333333333333333
2026,05,/de/veranstaltungen/hrastov-memorial-internationales-bergstrassenrennen-der-oldtimer,3,3,3,3,1,0,65.33333333333333
2026,05,/de/wege/radtouren/k35-der-loiblpass,3,2,2,2,0.6666666666666666,0,0
2026,05,/de/wege/wanderwege/der-berg-kofce,3,2,3,3,0.6666666666666666,0,0
2026,05,/en/attractions/natural-attractions/st-anne-mine,3,2,2,2,0.6666666666666666,0,26.666666666666668
2026,05,/en/attractions/natural-attractions/stegovnik-waterfall,3,1,2,2,0.3333333333333333,0,0
2026,05,/it/attrazioni/attrazioni-culturali/museo-dello-sci-sloveno,3,1,2,2,0.3333333333333333,0,0
2026,05,/it/attrazioni/attrazioni-naturali/miniera-di-santanna,3,2,2,2,0.6666666666666666,0,0
2026,05,/it/sentieri/sentieri-nella-natura/il-sentiero-didattico-panoramico-della-gola-di-dovzan,3,1,1,0,0.3333333333333333,0,0
2026,05,/it/sentieri/sentieri-per-ciclisti/percorso-mtb-a-lunga-distanza-trans-karavanke,3,3,3,3,1,0,41.666666666666664
2026,05,/sl/kulinarika/moji-struklji-deteljica,3,3,3,3,1,0,9.666666666666666
2026,05,/sl/kulinarika/restavracija-raj,3,1,1,1,0.3333333333333333,0,0
2026,05,/sl/kulinarika/zavetisce-v-gozdu,3,1,3,3,0.3333333333333333,0,6
2026,05,/sl/poti/kolesarske-poti/k22-planina-javornik,3,2,3,3,0.6666666666666666,0,4.333333333333333
2026,05,/sl/poti/kolesarske-poti/k32-okrog-begunjscice-in-dobrce,3,3,3,2,1,0,5.333333333333333
2026,05,/sl/poti/kolesarske-poti/k36-zelenica-granicarska-pot,3,3,2,2,1,0,0
2026,05,/sl/poti/kolesarske-poti/k42-roznovenska-pot-po-kolesarsko,3,2,3,3,0.6666666666666666,0,0
2026,05,/sl/poti/poti-po-naravi/gozdna-ucna-pot,3,3,2,1,1,0,43.333333333333336
2026,05,/sl/prenocisca/dom-pod-storzicem,3,1,2,2,0.3333333333333333,0,12.666666666666666
2026,05,/sl/prenocisca/plansarija-tegosce,3,2,3,3,0.6666666666666666,0,1.3333333333333333
2026,05,/sl/prenocisca/seznam-prenocisc,3,2,3,3,0.6666666666666666,0,90.33333333333333
2026,05,/sl/prenocisca/taborniski-dom-sija,3,3,3,3,1,0,12.666666666666666
2026,05,/sl/prireditve/d-ozivi-srednji-vek-v-ziganji-vasi-omnia-cum-tempore,3,3,3,3,1,0,8.666666666666666
2026,05,/sl/znamenitosti/kulturne-znamenitosti,3,3,3,3,1,0,50.333333333333336
2026,05,/sl/znamenitosti/naravne-znamenitosti,3,3,3,3,1,0,52.666666666666664
2026,06,/de/aktivitaeten/der-bikepark-divjina-fur-bmx-und-dirt-jump-bikes,3,3,3,3,1,0,21.666666666666668
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/das-hammerwerk-germovka,3,2,2,0,0.6666666666666666,0,0
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/das-kurnik-haus,3,2,2,2,0.6666666666666666,0,15.333333333333334
2026,06,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten,3,0,0,0,0,0,0
2026,06,/de/unterkuenfte/camp-podljubelj,3,3,3,3,1,0,103
2026,06,/de/unterkuenfte/die-berghutte-planinski-dom-pod-storzicem,3,2,2,1,0.6666666666666666,0,8.666666666666666
2026,06,/de/wege/skitourenwege/t22-veliki-vrh,3,3,3,2,1,0,42.666666666666664
2026,06,/de/wege/stadtbesichtigungen/die-stadt-an-einem-tag,3,3,3,1,1,0,41
2026,06,/de/wege/wanderwege/der-berg-dobrca,3,2,3,3,0.6666666666666666,0,0
2026,06,/de/wege/wanderwege/der-berg-kofce,3,3,3,3,1,0,25.333333333333332
2026,06,/de/wege/wanderwege/uber-die-almen-unter-koschuta,3,3,3,3,1,0,29.333333333333332
2026,06,/en/accommodation/benedicic-apartment-in-krize,3,3,3,3,1,0,36.333333333333336
2026,06,/en/accommodation/kriska-gora-hut,3,2,3,3,0.6666666666666666,0,31.666666666666668
2026,06,/en/accommodation/sija-scouts-hut,3,3,3,3,1,0,8
2026,06,/en/activities/kriska-gora-paragliding-club,3,1,2,2,0.3333333333333333,0,0
2026,06,/en/blog/a-hike-along-the-ridge-of-slovenias-longest-mountain,3,1,3,3,0.3333333333333333,0,14
2026,06,/en/blog/escape-the-heat-and-have-an-adventure-in-the-dovzan-gorge,3,2,2,2,0.6666666666666666,0,1.3333333333333333
2026,06,/en/blog/hike-and-dine-on-dobrca,3,3,2,2,1,0,0
2026,06,/en/blog/hiking-in-trzic-dom-pod-storzicem,3,1,3,3,0.3333333333333333,0,63.666666666666664
2026,06,/en/blog/trzic-a-trip-around-town,3,3,3,3,1,0,68
2026,06,/en/cuisine/pr-hariz-farm,3,2,2,2,0.6666666666666666,0,0
2026,06,/en/paths/cycling-routes/k16-trzic-jezersko,3,3,3,3,1,0,12.333333333333334
2026,06,/en/paths/mountain-hikes/trzic-alpine-trail,3,2,2,1,0.6666666666666666,0,43.666666666666664
2026,06,/en/paths/walks-in-nature/three-bells-trail,3,2,2,2,0.6666666666666666,0,0
2026,06,/it/alloggi/ostello-degli-scout-sija,3,3,3,3,1,0,79
2026,06,/it/sentieri/sentieri-alpini/via-ferrata-sullo-zelenica,3,2,3,3,0.6666666666666666,0,123.33333333333333
2026,06,/it/sentieri/sentieri-nella-natura/il-sentiero-didattico-panoramico-della-gola-di-dovzan,3,0,1,1,0,0,0
2026,06,/it/sentieri/sentieri-per-ciclisti/percorso-mtb-a-lunga-distanza-trans-karavanke,3,1,1,1,0.3333333333333333,0,11.333333333333334
2026,06,/sl/aktivnosti/kolesarjenje,3,3,3,1,1,0,178.66666666666666
2026,06,/sl/blog/dovzanova-soteska,3,2,3,3,0.6666666666666666,0,19.666666666666668
2026,06,/sl/blog/obisk-trzica-in-vzpon-na-storzic,3,3,3,3,1,0,0
2026,06,/sl/blog/vikend-z-otroki-trzic-in-glamping-mountain-fairy-tale,3,2,3,3,0.6666666666666666,0,0
2026,06,/sl/kulinarika/restavracija-tabor,3,2,3,3,0.6666666666666666,0,0
2026,06,/sl/poti/kolesarske-poti/k51-udin-borst-s-kolesom-ob-vznozju-in-pogumno-cezenj,3,3,3,3,1,0,136.33333333333334
2026,06,/sl/poti/kolesarske-poti/k53-na-udin-borst-do-krive-jelke,3,2,2,2,0.6666666666666666,0,0
2026,06,/sl/poti/pejmo-v-planine/dobrca,3,2,3,3,0.6666666666666666,0,175
2026,06,/sl/poti/poti-po-naravi/roznovenska-pot,3,2,2,1,0.6666666666666666,0,42.666666666666664
2026,06,/sl/prenocisca/apartma-katja-krize,3,2,2,1,0.6666666666666666,0,27
2026,06,/sl/prenocisca/apartma-organic-farm-hvadnik,3,3,3,3,1,0,74.33333333333333
