# ----------------------------------------
# www.visit-trzic.com - GA4
# Vstopne strani-01_visit_trzic_mesecni_pregled.csv
# 20260525-20260724
# ----------------------------------------

Year,Month,Landing page,Sessions,Engaged sessions,Active users,New users,Engagement rate,Key events,Average engagement time per session
2026,06,/sl/prenocisca/bazni-tabor-bb,3,2,1,0,0.6666666666666666,0,50.333333333333336
2026,06,/sl/prenocisca/slovenian-traditional-guest-house,3,2,3,1,0.6666666666666666,0,15.333333333333334
2026,06,/sl/prenocisca/visokogorska-turisticna-kmetija-pr-tic,3,3,3,2,1,0,0
2026,06,/sl/prireditve/kriska-gora-trail,3,1,2,2,0.3333333333333333,0,0
2026,06,/sl/znamenitosti/kulturne-znamenitosti/trziski-muzej,3,1,1,0,0.3333333333333333,0,102
2026,07,/de/aktivitaeten/der-bikepark-divjina-fur-bmx-und-dirt-jump-bikes,3,2,3,3,0.6666666666666666,0,0
2026,07,/de/aktivitaeten/kostenlose-touristen-shuttle,3,3,3,3,1,0,0
2026,07,/de/kulinarik/restaurant-firbc-okn,3,1,1,1,0.3333333333333333,0,1.6666666666666667
2026,07,/de/unterkuenfte/die-berghutte-planinski-dom-pod-storzicem,3,2,3,3,0.6666666666666666,0,0
2026,07,/de/unterkuenfte/glamping-okologischer-bauernhof-slibar,3,3,3,2,1,0,69
2026,07,/de/unterkuenfte/pfadfinderhutte-taborniski-dom-sija,3,3,3,3,1,0,0
2026,07,/de/wege,3,1,1,1,0.3333333333333333,0,0
2026,07,/de/wege/skitourenwege/t22-veliki-vrh,3,3,3,3,1,0,34.666666666666664
2026,07,/de/wege/stadtbesichtigungen,3,3,3,2,1,0,0
2026,07,/de/wege/wanderwege/der-berg-kriska-gora,3,3,3,3,1,0,13
2026,07,/de/wege/wege-in-der-natur/der-weg-der-drei-glocken,3,2,3,3,0.6666666666666666,0,10.333333333333334
2026,07,/en/activities/balkan-campers-fun-vw-camper-vans-for-hire,3,2,3,3,0.6666666666666666,0,28
2026,07,/en/attractions/cultural-attractions/the-dragon-from-the-roosters-egg,3,3,3,2,1,0,28
2026,07,/en/blog/trzic-a-crowdless-paradise,3,3,3,3,1,0,40
2026,07,/en/cuisine/firbc-okn-restaurant,3,2,3,1,0.6666666666666666,0,24.333333333333332
2026,07,/en/events/calendar-of-events,3,2,2,2,0.6666666666666666,0,89
2026,07,/en/events/festivities-in-the-heart-of-the-karawanks,3,1,3,3,0.3333333333333333,0,0
2026,07,/en/paths/cycling-routes/k12-dolga-njiva-pasture,3,2,3,3,0.6666666666666666,0,17
2026,07,/en/paths/mountain-hikes/beneath-storzic,3,3,3,3,1,0,55
2026,07,/en/paths/walks-in-nature/three-bells-trail,3,2,3,2,0.6666666666666666,0,98
2026,07,/it/alloggi/rifugio-alpino-sul-kofce,3,3,3,3,1,0,23.666666666666668
2026,07,/it/attivita/balkan-campers-noleggio-di-divertenti-camper-vw,3,3,3,3,1,0,9.333333333333334
2026,07,/it/attrazioni/attrazioni-culturali/passo-di-ljubelj,3,2,3,3,0.6666666666666666,0,17.333333333333332
2026,07,/it/blog/da-trzic-al-passo-di-ljubelj-per-scoprire-la-bellezza-delle-caravanche,3,3,3,3,1,0,14.666666666666666
2026,07,/sl/aktivnosti/soul-adventures-organizirani-izleti-z-e-gorskimi-kolesi-na-18-lokacij-v-karavankah,3,1,1,1,0.3333333333333333,0,0
2026,07,/sl/info/dostop,3,2,2,2,0.6666666666666666,0,3.6666666666666665
2026,07,/sl/poti/kolesarske-poti/k31-cez-bistrisko-planino-proti-dobrci,3,3,3,2,1,0,0
2026,07,/sl/poti/kolesarske-poti/k51-udin-borst-s-kolesom-ob-vznozju-in-pogumno-cezenj,3,2,2,2,0.6666666666666666,0,25.333333333333332
2026,07,/sl/poti/mestne-poti/pot-do-cerkve-sv-jozefa,3,2,3,2,0.6666666666666666,0,76.33333333333333
2026,07,/sl/poti/mestne-poti/sledi-industrije-v-trzicu,3,1,3,3,0.3333333333333333,0,40.666666666666664
2026,07,/sl/poti/pejmo-v-planine/pod-storzic,3,1,2,2,0.3333333333333333,0,7.333333333333333
2026,07,/sl/poti/poti-po-naravi,3,2,1,0,0.6666666666666666,0,2.6666666666666665
2026,07,/sl/poti/turnosmucarske-poti/t22-veliki-vrh,3,1,3,3,0.3333333333333333,0,18.666666666666668
2026,07,/sl/prenocisca/slovenian-traditional-guest-house,3,3,3,3,1,0,12.666666666666666
2026,07,/sl/prenocisca/visokogorska-turisticna-kmetija-pr-tic,3,3,3,2,1,0,17.333333333333332
2026,07,/sl/prireditve/gregorjevo-vuc-u-vodo,3,2,3,3,0.6666666666666666,0,1.6666666666666667
2026,07,/sl/prireditve/poletna-torkanja,3,3,3,3,1,0,6
2026,07,/sl/prireditve/seznam-prireditev/kino-piknik-v-parku-radetzky,3,1,3,2,0.3333333333333333,0,0
2026,07,/sl/znamenitosti/kulturne-znamenitosti/fuzina-germovka,3,2,3,3,0.6666666666666666,0,0
2026,07,/sl/znamenitosti/kulturne-znamenitosti/slovenski-smucarski-muzej,3,3,3,3,1,0,83.66666666666667
2026,07,/sl/znamenitosti/kulturne-znamenitosti/trziski-muzej,3,3,3,3,1,0,56
2026,07,/sl/znamenitosti/naravne-znamenitosti,3,2,3,1,0.6666666666666666,0,346
2026,05,/de/kulinarik/restaurant-firbc-okn,2,1,2,2,0.5,0,0
2026,05,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/standige-ausstellung-konzentrationslager-ljubeljmauthausen-1943-1945,2,1,1,1,0.5,0,0
2026,05,/de/unterkuenfte/camp-podljubelj,2,2,2,2,1,0,0
2026,05,/de/unterkuenfte/die-berghutte-planinski-dom-kofce,2,2,2,2,1,0,0
2026,05,/de/unterkuenfte/die-berghutte-planinski-dom-na-zelenici,2,2,2,2,1,0,0
2026,05,/de/unterkuenfte/glamping-mountain-fairytale-glamping-bergmarchen,2,1,2,2,0.5,0,0
2026,05,/de/veranstaltungen/veranstaltungsliste,2,2,2,2,1,0,8.5
2026,05,/de/wege/wanderwege/gesicherter-klettersteig-auf-zelenica,2,2,2,2,1,0,73.5
2026,05,/de/wege/wege-in-der-natur/aussichtslehrpfad-dovzanova-soteska,2,1,1,0,0.5,0,108
2026,05,/en/accommodation/zelenica-mountain-hostel,2,1,1,1,0.5,0,14.5
2026,05,/en/blog/a-hike-along-the-ridge-of-slovenias-longest-mountain,2,1,2,2,0.5,0,19
2026,05,/en/blog/jelendol-and-the-stegovnik-waterfall,2,2,2,2,1,0,82
2026,05,/en/events/international-mountain-race-for-oldtimers-hrast-memorial,2,2,2,1,1,0,26
2026,05,/en/paths/cycling-routes/k36-zelenica-border-patrol-trail,2,0,1,1,0,0,0
2026,05,/en/paths/mountain-hikes/kriska-gora,2,1,2,2,0.5,0,2
2026,05,/en/paths/mountain-hikes/trzic-alpine-trail,2,0,2,2,0,0,0
2026,05,/it,2,2,2,2,1,0,60
2026,05,/it/attrazioni/attrazioni-naturali/il-tiglio-secolare-di-ziganja-vas,2,2,2,2,1,0,26
2026,05,/it/sentieri/sentieri-alpini/sotto-lo-storzic,2,2,2,2,1,0,0
2026,05,/sl/aktivnosti/cherahiking-dozivite-zmajeve-poti-po-karavankah,2,1,2,2,0.5,0,0
2026,05,/sl/aktivnosti/gorenjskabike,2,2,2,2,1,0,12
2026,05,/sl/aktivnosti/krucefix-destilarna,2,1,2,1,0.5,0,0.5
2026,05,/sl/blog/zanimiva-zgodovina-prijazni-ljudje-lepa-narava-vse-to-nudi-trzic,2,1,2,2,0.5,0,1.5
2026,05,/sl/info/dostop,2,1,2,2,0.5,0,0
2026,05,/sl/kulinarika/gostinska-ponudba,2,2,2,1,1,0,29
2026,05,/sl/kulinarika/gostisce-karavla-297,2,2,2,2,1,0,11.5
2026,05,/sl/kulinarika/koca-na-ljubelju,2,1,2,2,0.5,0,0
2026,05,/sl/poti/kolesarske-poti/k15-na-konjscico-cez-planino-vetrh,2,0,0,0,0,0,0
2026,05,/sl/poti/kolesarske-poti/k31-cez-bistrisko-planino-proti-dobrci,2,2,2,2,1,0,0
2026,05,/sl/poti/kolesarske-poti/k37-okrog-begunjscice-preval-zelenica,2,2,2,2,1,0,30.5
2026,05,/sl/poti/kolesarske-poti/k51-udin-borst-s-kolesom-ob-vznozju-in-pogumno-cezenj,2,1,2,2,0.5,0,36
2026,05,/sl/poti/kolesarske-poti/turnokolesarska-pot-trans-karavanke,2,2,2,1,1,0,106.5
2026,05,/sl/poti/mestne-poti/pot-do-cerkve-sv-jozefa,2,2,2,2,1,0,0
2026,05,/sl/poti/sankaske-poti/cesta-na-prelaz-ljubelj,2,2,2,2,1,0,21.5
2026,05,/sl/prenocisca/planinski-dom-na-zelenici,2,1,2,1,0.5,0,0.5
2026,05,/sl/prireditve/mednarodni-dnevi-mineralov-fosilov-in-okolja-minfos,2,1,1,1,0.5,0,0
2026,05,/sl/znamenitosti/kulturne-znamenitosti/altgutenberg,2,0,2,2,0,0,0
2026,05,/sl/znamenitosti/kulturne-znamenitosti/kurnikova-hisa,2,1,1,0,0.5,0,25.5
2026,05,/sl/znamenitosti/kulturne-znamenitosti/muzej-koncentracijsko-taborisce-ljubeljmauthausen-1943-1945,2,2,2,2,1,0,17
2026,05,/sl/znamenitosti/kulturne-znamenitosti/trziski-muzej,2,2,2,1,1,0,53
2026,05,/sl/znamenitosti/kulturne-znamenitosti/ulicne-jaslice-v-sebenjah,2,0,0,0,0,0,0
2026,06,/de/aktivitaeten,2,2,2,2,1,0,89.5
2026,06,/de/aktivitaeten/balkan-campers-anmietung-der-vergnuglichen-vw-camper,2,2,2,2,1,0,0
2026,06,/de/aktivitaeten/der-paragleiterverein-jadralno-padalski-klub-kriska-gora,2,1,1,0,0.5,0,0
2026,06,/de/aktivitaeten/gorenjskabike,2,2,2,2,1,0,32
2026,06,/de/aktivitaeten/kostenlose-touristen-shuttle,2,1,1,1,0.5,0,0
2026,06,/de/kulinarik/pizzeria-pod-gradom,2,2,2,2,1,0,0
2026,06,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/slowenisches-ski-museum,2,2,2,2,1,0,11
2026,06,/de/unterkuenfte/apartment-jelendol,2,2,1,1,1,0,60
2026,06,/de/unterkuenfte/pfadfinderhutte-taborniski-dom-sija,2,2,2,2,1,0,17.5
2026,06,/de/unterkuenfte/unterkunfte,2,2,2,2,1,0,0
2026,06,/de/veranstaltungen,2,1,1,0,0.5,0,3
2026,06,/de/wege/radtouren/k22-die-alm-javornik,2,0,0,0,0,0,0
2026,06,/de/wege/wanderwege/unterm-storzic,2,2,2,2,1,0,14
2026,06,/de/wege/wege-in-der-natur/aussichtslehrpfad-dovzanova-soteska,2,1,2,2,0.5,0,218
2026,06,/en/accommodation/dobrca-mountain-hut,2,1,2,2,0.5,0,0
2026,06,/en/accommodation/hvadnik-organic-farm-apartment,2,1,1,1,0.5,0,0
2026,06,/en/accommodation/our-forest-house,2,2,2,2,1,0,41
2026,06,/en/accommodation/places-to-stay,2,2,2,2,1,0,26.5
2026,06,/en/accommodation/vila-sofia,2,2,2,2,1,0,28.5
2026,06,/en/activities/cycling,2,1,2,2,0.5,0,0
2026,06,/en/activities/life-bike-cycling-adventures-tours-trips-and-events,2,2,1,1,1,0,32.5
2026,06,/en/attractions/cultural-attractions/museum-the-ljubeljmauthausen-concentration-camp-1943-1945,2,2,2,2,1,0,53.5
2026,06,/en/blog,2,0,2,2,0,0,0
2026,06,/en/blog/hike-trzic-kosutica-ljubeljska-baba-2-countries-1-great-hike,2,2,2,2,1,0,15.5
2026,06,/en/blog/rediscover-trzic-with-adele-in-slovenia,2,1,2,2,0.5,0,5.5
2026,06,/en/blog/trzic-a-crowdless-paradise,2,1,2,1,0.5,0,18
2026,06,/en/events/dance-without-borders-at-ljubelj-pass,2,2,2,2,1,0,13.5
2026,06,/en/paths/mountain-hikes/from-pungrat-to-sija,2,0,0,0,0,0,0
2026,06,/en/paths/mountain-hikes/mountain-pastures-below-kosuta,2,2,2,2,1,0,0
2026,06,/en/paths/mountain-hikes/zelenica-protected-climbing-route,2,1,2,2,0.5,0,0
2026,06,/it/alloggi/camp-podljubelj,2,2,2,2,1,0,4.5
2026,06,/it/alloggi/glamping-presso-la-fattoria-biologica-slibar,2,2,2,2,1,0,44
2026,06,/it/alloggi/malga-sul-tegosce,2,1,2,2,0.5,0,68.5
2026,06,/it/alloggi/rifugio-sotto-lo-storzic,2,2,2,2,1,0,0
2026,06,/it/attivita/gorenjskabike,2,1,2,1,0.5,0,23.5
2026,06,/it/attrazioni/attrazioni-culturali/centro-storico-della-citta,2,2,2,2,1,0,0
2026,06,/it/attrazioni/attrazioni-culturali/passo-di-ljubelj,2,2,2,2,1,0,16.5
2026,06,/it/attrazioni/attrazioni-naturali/il-tiglio-secolare-di-ziganja-vas,2,2,2,2,1,0,74.5
2026,06,/it/blog/da-trzic-al-passo-di-ljubelj-per-scoprire-la-bellezza-delle-caravanche,2,2,2,1,1,0,9.5
2026,06,/it/gastronomia,2,0,1,1,0,0,0
2026,06,/it/gastronomia/rifugio-alpino-sul-ljubelj,2,2,2,2,1,0,22.5
2026,06,/it/sentieri/sentieri-alpini/via-alpina-itinerario-viola,2,1,2,2,0.5,0,0
2026,06,/it/sentieri/sentieri-in-citta/sulle-tracce-dellindustria-di-trzic,2,1,2,2,0.5,0,0
2026,06,/it/sentieri/sentieri-nella-natura/il-sentiero-dellaquila-sul-dolga-njiva,2,1,1,1,0.5,0,0
2026,06,/sl/aktivnosti,2,2,2,0,1,0,7
2026,06,/sl/aktivnosti/cherahiking-dozivite-zmajeve-poti-po-karavankah,2,1,2,1,0.5,0,0
2026,06,/sl/aktivnosti/gorsko-vodnistvo-anderle,2,2,2,2,1,0,71
2026,06,/sl/aktivnosti/life-bike-kolesarska-dozivetja-ture-potovanja-in-dogodki,2,1,1,1,0.5,0,0
2026,06,/sl/aktivnosti/ponudniki,2,0,2,2,0,0,0
2026,06,/sl/aktivnosti/turno-smucanje,2,1,2,1,0.5,0,27
2026,06,/sl/blog/kladivo-2094-m,2,2,2,2,1,0,5
2026,06,/sl/dozivetja,2,2,2,0,1,0,15
2026,06,/sl/kulinarika/gostisce-karavla-297,2,2,2,2,1,0,9.5
2026,06,/sl/poti/kolesarske-poti/k32-okrog-begunjscice-in-dobrce,2,2,2,2,1,0,423
2026,06,/sl/poti/kolesarske-poti/kkp-trzic-02,2,2,2,2,1,0,0
2026,06,/sl/poti/mestne-poti/pot-do-cerkve-sv-jozefa,2,2,2,1,1,0,24.5
2026,06,/sl/poti/pejmo-v-planine/via-alpina-vijolicna-pot,2,2,2,1,1,0,16
2026,06,/sl/poti/turnosmucarske-poti/t13-zelenica-begunjscica,2,2,2,2,1,0,4.5
2026,06,/sl/poti/turnosmucarske-poti/t21-kofce,2,2,2,2,1,0,39.5
2026,06,/sl/poti/turnosmucarske-poti/t22-veliki-vrh,2,1,2,2,0.5,0,0
2026,06,/sl/prenocisca/alpinejka-house,2,1,1,1,0.5,0,0
2026,06,/sl/prenocisca/apartma-liza,2,1,2,1,0.5,0,0
2026,06,/sl/prenocisca/apartma-maricka,2,1,2,2,0.5,0,0
2026,06,/sl/prenocisca/apartmaji-tabor,2,1,2,1,0.5,0,0
2026,06,/sl/prenocisca/hisica-ob-gozdu-our-forest-house,2,2,2,2,1,0,0
2026,06,/sl/prireditve/d-ozivi-srednji-vek-v-ziganji-vasi-omnia-cum-tempore,2,1,1,0,0.5,0,9
2026,06,/sl/prireditve/gregorjevo-vuc-u-vodo,2,2,2,2,1,0,0
2026,06,/sl/znamenitosti,2,1,1,1,0.5,0,0
2026,06,/sl/znamenitosti/kulturne-znamenitosti/cevljarska-zbirka-pavla-jazbeca,2,0,2,2,0,0,0
2026,06,/sl/znamenitosti/kulturne-znamenitosti/delavnica-in-galerija-kosmac,2,1,2,2,0.5,0,36.5
2026,06,/sl/znamenitosti/kulturne-znamenitosti/livarna-z-muzejem-in-galerijo-mebron,2,2,2,2,1,0,16
2026,06,/sl/znamenitosti/kulturne-znamenitosti/tekceve-jaslice,2,1,2,2,0.5,0,0
2026,06,/sl/znamenitosti/naravne-znamenitosti,2,1,2,2,0.5,0,0
2026,07,/de/aktivitaeten,2,2,2,0,1,0,57.5
2026,07,/de/aktivitaeten/basislager-bergsteigen-rund-um-trzic,2,1,2,2,0.5,0,0
2026,07,/de/aktivitaeten/tandem-paragliding,2,1,2,1,0.5,0,13
2026,07,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten,2,2,2,1,1,0,0
2026,07,/de/unterkuenfte/die-berghutte-planinski-dom-na-zelenici,2,2,2,2,1,0,49.5
2026,07,/de/unterkuenfte/touristischer-bauernhof-span,2,2,2,2,1,0,174
2026,07,/de/unterkuenfte/touristischer-bergbauernhof-pr-tic,2,1,2,2,0.5,0,0
2026,07,/de/veranstaltungen/der-schustersonntag-sustarska-nedelja,2,2,2,2,1,0,0
2026,07,/de/veranstaltungen/veranstaltungsliste,2,1,1,1,0.5,0,17.5
2026,07,/de/wege/radtouren/k37-um-den-berg-begunjscica-preval-zelenica,2,2,2,2,1,0,0
2026,07,/de/wege/rodelstrecken/strasse-auf-den-loiblpass,2,2,2,2,1,0,0
2026,07,/de/wege/stadtbesichtigungen/die-spuren-der-industrie-in-trzic,2,1,2,2,0.5,0,0
2026,07,/de/wege/wanderwege/trzicer-wanderweg,2,1,2,2,0.5,0,0
2026,07,/en/accommodation/maricka-apartment,2,1,2,2,0.5,0,0
2026,07,/en/accommodation/planina-apartment-house,2,1,1,1,0.5,0,27
2026,07,/en/accommodation/zelenica-mountain-hostel,2,2,2,2,1,0,31
2026,07,/en/activities/gorenjskabike,2,1,1,1,0.5,0,0
2026,07,/en/attractions,2,2,2,1,1,0,48
2026,07,/en/attractions/cultural-attractions,2,0,2,2,0,0,0
2026,07,/en/attractions/cultural-attractions/dr-tone-pretnar-memorial-room,2,1,1,1,0.5,0,0
2026,07,/en/attractions/cultural-attractions/trzic-museum,2,1,2,2,0.5,0,14
2026,07,/en/attractions/natural-attractions/blata-wetland,2,1,2,2,0.5,0,0
2026,07,/en/attractions/natural-attractions/linden-tree-in-ziganja-vas,2,1,1,1,0.5,0,0
2026,07,/en/blog,2,0,2,2,0,0,0
2026,07,/en/blog/a-hike-along-the-ridge-of-slovenias-longest-mountain,2,1,2,1,0.5,0,0
2026,07,/en/blog/the-poignant-past-delicious-present-in-trzic-mauthausen-and-gostisce-karavla,2,1,2,2,0.5,0,36
2026,07,/en/cuisine/gozd-mountain-refuge-891-m,2,2,1,0,1,0,95.5
2026,07,/en/cuisine/smuk-guesthouse-and-pizzeria,2,2,1,1,1,0,10.5
2026,07,/en/events/calendar-of-all-events-in-the-municipality,2,0,0,0,0,0,0
2026,07,/en/events/cobblers-sunday,2,1,1,1,0.5,0,29
2026,07,/en/events/international-minerals-fossils-and-environment-days-minfos,2,2,1,0,1,0,90.5
2026,07,/en/events/kriska-gora-trail,2,2,2,2,1,0,22.5
2026,07,/en/info/contact,2,1,2,1,0.5,0,2
2026,07,/en/paths,2,1,1,1,0.5,0,31.5
2026,07,/en/paths/cycling-routes/k15-to-konjscica-by-way-of-vetrh-pasture,2,1,1,1,0.5,0,0
2026,07,/en/paths/cycling-routes/k31-across-bistriska-pasture-towards-dobrca,2,0,2,1,0,0,0
2026,07,/en/paths/cycling-routes/k34-up-and-down-around-dobrca,2,2,2,2,1,0,0
2026,07,/en/paths/cycling-routes/k37-around-begunjscica-preval-zelenica,2,2,2,1,1,0,178.5
2026,07,/en/paths/mountain-hikes/from-pungrat-to-sija,2,1,1,1,0.5,0,0
2026,07,/en/paths/mountain-hikes/via-alpina-the-purple-trail,2,1,2,2,0.5,0,0
2026,07,/en/paths/ski-touring-routes/t13-zelenica-begunjscica,2,2,2,2,1,0,4
2026,07,/en/paths/ski-touring-routes/t22-veliki-vrh,2,1,2,2,0.5,0,0
2026,07,/en/paths/walks-around-town/im-from-trzic-im-known-far-and-wide,2,2,2,1,1,0,66.5
2026,07,/en/paths/walks-in-nature,2,0,2,1,0,0,0
2026,07,/en/paths/walks-in-nature/eagle-trail-on-dolga-njiva,2,2,2,1,1,0,0
2026,07,/it/alloggi/caravan-park-presso-il-complesso-balneare-gorenjska-plaza,2,1,1,0,0.5,0,0
2026,07,/it/alloggi/malga-sul-tegosce,2,2,2,2,1,0,0
2026,07,/it/alloggi/offerta-di-alloggi,2,2,2,2,1,0,0
2026,07,/it/alloggi/vila-sofia,2,2,2,2,1,0,0
2026,07,/it/attivita/gorenjskabike,2,2,2,2,1,0,0
2026,07,/it/attrazioni/attrazioni-culturali/il-campo-di-lavoro-di-ljubelj,2,1,2,2,0.5,0,10
2026,07,/it/attrazioni/attrazioni-naturali/il-tiglio-secolare-di-ziganja-vas,2,1,2,2,0.5,0,0
2026,07,/it/gastronomia/malga-sul-dolga-njiva,2,0,2,2,0,0,0
2026,07,/it/sentieri/sentieri-alpini/kriska-gora,2,1,2,2,0.5,0,23
2026,07,/it/sentieri/sentieri-alpini/via-alpina-itinerario-viola,2,2,2,2,1,0,0
2026,07,/sl/aktivnosti/bazni-tabor-planinarjenje-po-trziskem,2,1,2,2,0.5,0,0
2026,07,/sl/aktivnosti/gorsko-vodnistvo-anderle,2,1,1,1,0.5,0,0
2026,07,/sl/aktivnosti/turno-smucanje,2,1,2,2,0.5,0,9
2026,07,/sl/blog/dovzanova-soteska,2,0,2,1,0,0,0
2026,07,/sl/blog/zanimiva-zgodovina-prijazni-ljudje-lepa-narava-vse-to-nudi-trzic,2,0,1,1,0,0,0
2026,07,/sl/dozivetja/seznam-dozivetij/nepozabni-bozic-jakoba-aljaza,2,2,2,2,1,0,0
2026,07,/sl/kulinarika/lesanska-planina,2,0,2,2,0,0,0
2026,07,/sl/kulinarika/restavracija-tabor,2,2,2,2,1,0,0
2026,07,/sl/poti/kolesarske-poti/k25-okrog-kriske-gore,2,2,2,1,1,0,414.5
2026,07,/sl/poti/kolesarske-poti/k34-gori-doli-okrog-dobrce,2,2,2,0,1,0,0
2026,07,/sl/poti/kolesarske-poti/k52-lahkotno-kolesarjenje-po-poti-treh-zvonov,2,1,1,1,0.5,0,0
2026,07,/sl/poti/kolesarske-poti/k53-na-udin-borst-do-krive-jelke,2,1,2,1,0.5,0,40
2026,07,/sl/poti/kolesarske-poti/kkp-trzic-02,2,0,1,0,0,0,2
2026,07,/sl/poti/kolesarske-poti/kkp-trzic-03,2,2,2,1,1,0,182.5
2026,07,/sl/poti/pejmo-v-planine,2,2,2,2,1,0,15.5
2026,07,/sl/poti/pejmo-v-planine/zavarovana-plezalna-pot-zelenica,2,1,2,2,0.5,0,327
2026,07,/sl/poti/poti-po-naravi/roznovenska-pot,2,1,2,2,0.5,0,0
2026,07,/sl/poti/sankaske-poti,2,2,2,2,1,0,54.5
2026,07,/sl/prenocisca/aljas-place-apartma-manca,2,1,2,2,0.5,0,2.5
2026,07,/sl/prenocisca/butterfly-cottage-by-the-creek,2,1,2,2,0.5,0,0
2026,07,/sl/prenocisca/glamping-koca-ob-reki,2,2,2,2,1,0,15.5
2026,07,/sl/prenocisca/glamping-mountain-fairytale-v-gorski-pravljici,2,1,2,2,0.5,0,16.5
2026,07,/sl/prenocisca/karami-mountainhouse,2,2,2,2,1,0,33
2026,07,/sl/prireditve/koledar-vseh-dogodkov-v-obcini,2,2,2,2,1,0,92.5
2026,07,/sl/prireditve/kriska-gora-trail,2,2,2,2,1,0,26
2026,07,/sl/znamenitosti/kulturne-znamenitosti/cevljarska-zbirka-pavla-jazbeca,2,2,2,2,1,0,0
2026,07,/sl/znamenitosti/kulturne-znamenitosti/delavnica-in-galerija-kosmac,2,1,1,1,0.5,0,0
2026,05,/de/aktivitaeten/das-unvergessliche-weihnachtsfest-des-jakob-aljaz,1,1,1,1,1,0,0
2026,05,/de/kulinarik/alm-lesanska-planina,1,1,1,1,1,0,10
2026,05,/de/kulinarik/die-berghutte-auf-der-alm-koroschitza,1,1,1,1,1,0,11
2026,05,/de/kulinarik/die-sennerei-plansarija-dolga-njiva,1,1,1,1,1,0,0
2026,05,/de/kulinarik/gastronomie,1,1,1,1,1,0,21
2026,05,/de/kulinarik/pizzeria-pod-gradom,1,1,1,1,1,0,0
2026,05,/de/kulinarik/restaurant-raj,1,1,1,1,1,0,0
2026,05,/de/kulinarik/restaurant-tabor,1,1,1,1,1,0,0
2026,05,/de/sehenswuerdigkeiten,1,1,1,0,1,0,0
2026,05,/de/sehenswuerdigkeiten/kulturelle-sehenswurdigkeiten/die-altstadt,1,1,1,1,1,0,0
2026,05,/de/sehenswuerdigkeiten/naturliche-sehenswurdigkeiten/das-bergwerk-sentanski-rudnik,1,1,1,1,1,0,19
2026,05,/de/unterkuenfte/die-berghutte-koca-na-kriski-gori,1,1,1,1,1,0,0
2026,05,/de/unterkuenfte/die-berghutte-planinski-dom-pod-storzicem,1,1,1,1,1,0,0
2026,05,/de/unterkuenfte/glamping-okologischer-bauernhof-slibar,1,1,1,1,1,0,0
2026,05,/de/unterkuenfte/reisemobilstellplatz-gorenjska-plaza-oberkrainer-strand,1,0,0,0,0,0,0
2026,05,/de/unterkuenfte/vila-sofia,1,1,1,1,1,0,0
2026,05,/de/veranstaltungen/internationale-mineralien-fossilien-und-umwelttage-minfos,1,1,1,0,1,0,1
2026,05,/de/veranstaltungen/veranstaltungskalender-in-der-gemeinde,1,1,1,1,1,0,0
2026,05,/de/wege/radtouren/k32-um-die-berge-begunjscica-und-dobrca,1,1,1,1,1,0,0
2026,05,/de/wege/radtouren/mountainbiketrail-trans-karawanken,1,1,1,1,1,0,92
2026,05,/de/wege/wanderwege,1,1,1,1,1,0,45
2026,05,/de/wege/wanderwege/der-berg-dobrca,1,1,1,1,1,0,0
2026,05,/de/wege/wanderwege/der-berg-koroschitza,1,0,1,0,0,0,0
2026,05,/de/wege/wanderwege/uber-die-almen-unter-koschuta,1,1,1,1,1,0,0
2026,05,/de/wege/wanderwege/von-pungrat-nach-sija,1,1,1,1,1,0,0
2026,05,/en/accommodation,1,1,1,1,1,0,30
2026,05,/en/accommodation/alpinejka-house,1,1,1,1,1,0,0
2026,05,/en/accommodation/base-camp,1,1,1,0,1,0,38
2026,05,/en/accommodation/kriska-gora-hut,1,0,0,0,0,0,0
2026,05,/en/accommodation/liza-apartment,1,1,1,1,1,0,1
2026,05,/en/accommodation/metka-apartment,1,1,1,1,1,0,15
2026,05,/en/accommodation/sija-scouts-hut,1,1,1,1,1,0,24
2026,05,/en/activities/free-tourist-shuttle,1,1,1,1,1,0,0
2026,05,/en/activities/gorenjska-beach,1,1,1,1,1,0,2
2026,05,/en/activities/gorenjskabike,1,0,0,0,0,0,0
2026,05,/en/attractions/cultural-attractions/slovenian-skiing-museum,1,1,1,1,1,0,0
2026,05,/en/blog/taborniski-dom-na-siji-homely-hospitality-and-hiking-at-the-scouts-hut-on-sija,1,0,0,0,0,0,0
2026,05,/en/blog/winter-hiking-above-trzic-kriska-gora-and-tolsti-vrh,1,1,1,1,1,0,19
2026,05,/en/cuisine/firbc-okn-restaurant,1,1,1,1,1,0,0
2026,05,/en/cuisine/ljubelj-mountain-hut,1,0,1,1,0,0,0
2026,05,/en/cuisine/pod-gradom-pizzeria,1,1,1,0,1,0,62
2026,05,/en/events/calendar-of-events,1,1,1,1,1,0,0
2026,05,/en/events/cobblers-sunday,1,0,1,1,0,0,0
2026,05,/en/events/festivities-in-the-heart-of-the-karawanks,1,0,1,1,0,0,0
2026,05,/en/info/getting-there,1,1,1,1,1,0,13
2026,05,/en/paths/cycling-routes,1,1,1,1,1,0,1565
2026,05,/en/paths/cycling-routes/k11-mountain-pastures-below-kosuta,1,0,0,0,0,0,0
